NAME,County,State,variable,estimate,Sex,Age,HI_Coverage
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_023,72,Male,55 to 64 years,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_025,1491,Male,65 to 74 years,Yes
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_026,8,Male,65 to 74 years,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_028,1008,Male,75 years and over,Yes
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_029,0,Male,75 years and over,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_032,315,Female,Under 6 years,Yes
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_033,7,Female,Under 6 years,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_035,939,Female,6 to 18 years,Yes
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_036,29,Female,6 to 18 years,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_038,381,Female,19 to 25 years,Yes
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_039,17,Female,19 to 25 years,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_041,518,Female,26 to 34 years,Yes
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_042,21,Female,26 to 34 years,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_044,594,Female,35 to 44 years,Yes
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_045,38,Female,35 to 44 years,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_047,876,Female,45 to 54 years,Yes
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_048,90,Female,45 to 54 years,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_050,1340,Female,55 to 64 years,Yes
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_051,75,Female,55 to 64 years,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_053,1401,Female,65 to 74 years,Yes
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_054,0,Female,65 to 74 years,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_056,1062,Female,75 years and over,Yes
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_057,4,Female,75 years and over,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_004,13261,Male,Under 6 years,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_005,264,Male,Under 6 years,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_007,30290,Male,6 to 18 years,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_008,1018,Male,6 to 18 years,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_010,13038,Male,19 to 25 years,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_011,1252,Male,19 to 25 years,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_013,18568,Male,26 to 34 years,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_014,1939,Male,26 to 34 years,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_016,21408,Male,35 to 44 years,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_017,1579,Male,35 to 44 years,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_019,24339,Male,45 to 54 years,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_020,1270,Male,45 to 54 years,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_022,22678,Male,55 to 64 years,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_023,880,Male,55 to 64 years,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_025,13251,Male,65 to 74 years,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_026,76,Male,65 to 74 years,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_028,6872,Male,75 years and over,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_029,7,Male,75 years and over,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_032,12330,Female,Under 6 years,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_033,365,Female,Under 6 years,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_035,29723,Female,6 to 18 years,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_036,776,Female,6 to 18 years,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_038,12193,Female,19 to 25 years,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_039,684,Female,19 to 25 years,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_041,19546,Female,26 to 34 years,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_042,1086,Female,26 to 34 years,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_044,21523,Female,35 to 44 years,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_045,1165,Female,35 to 44 years,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_047,24715,Female,45 to 54 years,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_048,980,Female,45 to 54 years,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_050,22822,Female,55 to 64 years,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_051,775,Female,55 to 64 years,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_053,14525,Female,65 to 74 years,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_054,72,Female,65 to 74 years,No
"Anoka County, Minnesota",Anoka, Minnesota,B27001_056,9654,Female,75 years and over,Yes
"Anoka County, Minnesota",Anoka, Minnesota,B27001_057,131,Female,75 years and over,No
"Becker County, Minnesota",Becker, Minnesota,B27001_004,1239,Male,Under 6 years,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_005,140,Male,Under 6 years,No
"Becker County, Minnesota",Becker, Minnesota,B27001_007,2635,Male,6 to 18 years,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_008,260,Male,6 to 18 years,No
"Becker County, Minnesota",Becker, Minnesota,B27001_010,922,Male,19 to 25 years,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_011,262,Male,19 to 25 years,No
"Becker County, Minnesota",Becker, Minnesota,B27001_013,1337,Male,26 to 34 years,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_014,233,Male,26 to 34 years,No
"Becker County, Minnesota",Becker, Minnesota,B27001_016,1665,Male,35 to 44 years,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_017,232,Male,35 to 44 years,No
"Becker County, Minnesota",Becker, Minnesota,B27001_019,1885,Male,45 to 54 years,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_020,146,Male,45 to 54 years,No
"Becker County, Minnesota",Becker, Minnesota,B27001_022,2381,Male,55 to 64 years,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_023,205,Male,55 to 64 years,No
"Becker County, Minnesota",Becker, Minnesota,B27001_025,1901,Male,65 to 74 years,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_026,2,Male,65 to 74 years,No
"Becker County, Minnesota",Becker, Minnesota,B27001_028,1150,Male,75 years and over,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_029,0,Male,75 years and over,No
"Becker County, Minnesota",Becker, Minnesota,B27001_032,1266,Female,Under 6 years,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_033,110,Female,Under 6 years,No
"Becker County, Minnesota",Becker, Minnesota,B27001_035,2738,Female,6 to 18 years,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_036,249,Female,6 to 18 years,No
"Becker County, Minnesota",Becker, Minnesota,B27001_038,1085,Female,19 to 25 years,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_039,88,Female,19 to 25 years,No
"Becker County, Minnesota",Becker, Minnesota,B27001_041,1504,Female,26 to 34 years,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_042,147,Female,26 to 34 years,No
"Becker County, Minnesota",Becker, Minnesota,B27001_044,1702,Female,35 to 44 years,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_045,89,Female,35 to 44 years,No
"Becker County, Minnesota",Becker, Minnesota,B27001_047,1795,Female,45 to 54 years,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_048,126,Female,45 to 54 years,No
"Becker County, Minnesota",Becker, Minnesota,B27001_050,2462,Female,55 to 64 years,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_051,98,Female,55 to 64 years,No
"Becker County, Minnesota",Becker, Minnesota,B27001_053,1893,Female,65 to 74 years,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_054,2,Female,65 to 74 years,No
"Becker County, Minnesota",Becker, Minnesota,B27001_056,1431,Female,75 years and over,Yes
"Becker County, Minnesota",Becker, Minnesota,B27001_057,0,Female,75 years and over,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_004,1769,Male,Under 6 years,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_005,213,Male,Under 6 years,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_007,3892,Male,6 to 18 years,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_008,355,Male,6 to 18 years,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_010,2796,Male,19 to 25 years,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_011,273,Male,19 to 25 years,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_013,2088,Male,26 to 34 years,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_014,584,Male,26 to 34 years,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_016,2085,Male,35 to 44 years,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_017,309,Male,35 to 44 years,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_019,2087,Male,45 to 54 years,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_020,238,Male,45 to 54 years,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_022,2486,Male,55 to 64 years,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_023,267,Male,55 to 64 years,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_025,1963,Male,65 to 74 years,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_026,3,Male,65 to 74 years,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_028,1212,Male,75 years and over,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_029,4,Male,75 years and over,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_032,1993,Female,Under 6 years,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_033,164,Female,Under 6 years,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_035,3573,Female,6 to 18 years,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_036,418,Female,6 to 18 years,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_038,2568,Female,19 to 25 years,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_039,328,Female,19 to 25 years,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_041,2169,Female,26 to 34 years,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_042,345,Female,26 to 34 years,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_044,2282,Female,35 to 44 years,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_045,174,Female,35 to 44 years,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_047,2250,Female,45 to 54 years,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_048,244,Female,45 to 54 years,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_050,2774,Female,55 to 64 years,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_051,145,Female,55 to 64 years,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_053,1957,Female,65 to 74 years,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_054,0,Female,65 to 74 years,No
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_056,1582,Female,75 years and over,Yes
"Beltrami County, Minnesota",Beltrami, Minnesota,B27001_057,0,Female,75 years and over,No
"Benton County, Minnesota",Benton, Minnesota,B27001_004,1747,Male,Under 6 years,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_005,8,Male,Under 6 years,No
"Benton County, Minnesota",Benton, Minnesota,B27001_007,3380,Male,6 to 18 years,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_008,98,Male,6 to 18 years,No
"Benton County, Minnesota",Benton, Minnesota,B27001_010,1500,Male,19 to 25 years,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_011,141,Male,19 to 25 years,No
"Benton County, Minnesota",Benton, Minnesota,B27001_013,2716,Male,26 to 34 years,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_014,197,Male,26 to 34 years,No
"Benton County, Minnesota",Benton, Minnesota,B27001_016,2567,Male,35 to 44 years,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_017,104,Male,35 to 44 years,No
"Benton County, Minnesota",Benton, Minnesota,B27001_019,2483,Male,45 to 54 years,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_020,66,Male,45 to 54 years,No
"Benton County, Minnesota",Benton, Minnesota,B27001_022,2334,Male,55 to 64 years,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_023,90,Male,55 to 64 years,No
"Benton County, Minnesota",Benton, Minnesota,B27001_025,1384,Male,65 to 74 years,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_026,0,Male,65 to 74 years,No
"Benton County, Minnesota",Benton, Minnesota,B27001_028,903,Male,75 years and over,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_029,0,Male,75 years and over,No
"Benton County, Minnesota",Benton, Minnesota,B27001_032,1758,Female,Under 6 years,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_033,25,Female,Under 6 years,No
"Benton County, Minnesota",Benton, Minnesota,B27001_035,3302,Female,6 to 18 years,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_036,75,Female,6 to 18 years,No
"Benton County, Minnesota",Benton, Minnesota,B27001_038,1615,Female,19 to 25 years,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_039,112,Female,19 to 25 years,No
"Benton County, Minnesota",Benton, Minnesota,B27001_041,2676,Female,26 to 34 years,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_042,127,Female,26 to 34 years,No
"Benton County, Minnesota",Benton, Minnesota,B27001_044,2416,Female,35 to 44 years,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_045,110,Female,35 to 44 years,No
"Benton County, Minnesota",Benton, Minnesota,B27001_047,2297,Female,45 to 54 years,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_048,95,Female,45 to 54 years,No
"Benton County, Minnesota",Benton, Minnesota,B27001_050,2185,Female,55 to 64 years,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_051,62,Female,55 to 64 years,No
"Benton County, Minnesota",Benton, Minnesota,B27001_053,1454,Female,65 to 74 years,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_054,0,Female,65 to 74 years,No
"Benton County, Minnesota",Benton, Minnesota,B27001_056,1222,Female,75 years and over,Yes
"Benton County, Minnesota",Benton, Minnesota,B27001_057,0,Female,75 years and over,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_004,179,Male,Under 6 years,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_005,0,Male,Under 6 years,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_007,330,Male,6 to 18 years,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_008,25,Male,6 to 18 years,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_010,186,Male,19 to 25 years,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_011,1,Male,19 to 25 years,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_013,199,Male,26 to 34 years,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_014,36,Male,26 to 34 years,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_016,200,Male,35 to 44 years,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_017,16,Male,35 to 44 years,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_019,283,Male,45 to 54 years,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_020,18,Male,45 to 54 years,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_022,414,Male,55 to 64 years,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_023,19,Male,55 to 64 years,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_025,274,Male,65 to 74 years,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_026,5,Male,65 to 74 years,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_028,276,Male,75 years and over,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_029,0,Male,75 years and over,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_032,143,Female,Under 6 years,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_033,0,Female,Under 6 years,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_035,353,Female,6 to 18 years,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_036,29,Female,6 to 18 years,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_038,147,Female,19 to 25 years,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_039,23,Female,19 to 25 years,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_041,162,Female,26 to 34 years,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_042,47,Female,26 to 34 years,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_044,218,Female,35 to 44 years,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_045,1,Female,35 to 44 years,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_047,292,Female,45 to 54 years,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_048,15,Female,45 to 54 years,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_050,372,Female,55 to 64 years,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_051,19,Female,55 to 64 years,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_053,279,Female,65 to 74 years,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_054,3,Female,65 to 74 years,No
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_056,321,Female,75 years and over,Yes
"Big Stone County, Minnesota",Big Stone, Minnesota,B27001_057,0,Female,75 years and over,No
"Blue Earth County, Minnesota",Blue Earth, Minnesota,B27001_004,2358,Male,Under 6 years,Yes
"Blue Earth County, Minnesota",Blue Earth, Minnesota,B27001_005,33,Male,Under 6 years,No
"Blue Earth County, Minnesota",Blue Earth, Minnesota,B27001_007,5220,Male,6 to 18 years,Yes
"Blue Earth County, Minnesota",Blue Earth, Minnesota,B27001_008,168,Male,6 to 18 years,No
"Blue Earth County, Minnesota",Blue Earth, Minnesota,B27001_010,6522,Male,19 to 25 years,Yes
"Blue Earth County, Minnesota",Blue Earth, Minnesota,B27001_011,340,Male,19 to 25 years,No
"Blue Earth County, Minnesota",Blue Earth, Minnesota,B27001_013,3794,Male,26 to 34 years,Yes
"Blue Earth County, Minnesota",Blue Earth, Minnesota,B27001_014,466,Male,26 to 34 years,No
"Blue Earth County, Minnesota",Blue Earth, Minnesota,B27001_016,3376,Male,35 to 44 years,Yes
"Blue Earth County, Minnesota",Blue Earth, Minnesota,B27001_017,219,Male,35 to 44 years,No
"Blue Earth County, Minnesota",Blue Earth, Minnesota,B27001_019,3116,Male,45 to 54 years,Yes
"Blue Earth County, Minnesota",Blue Earth, Minnesota,B27001_020,151,Male,45 to 54 years,No
"Blue Earth County, Minnesota",Blue Earth, Minnesota,B27001_022,3440,Male,55 to 64 years,Yes
"Blue Earth County, Minnesota",Blue Earth, Minnesota,B27001_023,108,Male,55 to 64 years,No
"Blue Earth County, Minnesota",Blue Earth, Minnesota,B27001_025,2329,Male,65 to 74 years,Yes
"Blue Earth County, Minnesota",Blue Earth, Minnesota,B27001_026,7,Male,65 to 74 years,No
"Blue Earth County, Minnesota",Blue Earth, Minnesota,B27001_028,1414,Male,75 years and over,Yes
